assembly_accession,organism_name,taxid,assembly_level,domain,phylum,class,order,family,genus,species,in_train,fna_path,gtf_path,genome_length,sequence_headers,num_sequences,category
GCF_026743115.1,Thalassobacter_stenotrophicus,266809,Chromosome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobacter,Thalassobacter stenotrophicus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_026743115.1/GCF_026743115.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_026743115.1/GCF_026743115.1_annotation.gtf.gz,3446591.0,NZ_CP107618.1;NZ_CP107619.1;NZ_CP107620.1,3.0,bacteria
GCF_949769195.1,Methylocaldum_szegediense,73780,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Methylocaldum szegediense,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_949769195.1/GCF_949769195.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_949769195.1/GCF_949769195.1_annotation.gtf.gz,4895372.0,NZ_OX458333.1;NZ_OX458334.1,2.0,bacteria
GCF_003967095.1,Sphingosinicella_microcystinivorans,335406,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,Sphingosinicella microcystinivorans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003967095.1/GCF_003967095.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003967095.1/GCF_003967095.1_annotation.gtf.gz,4036662.0,NZ_AP018711.1,1.0,bacteria
GCF_003149495.1,Gemmata_obscuriglobus,114,Complete Genome,bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata obscuriglobus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003149495.1/GCF_003149495.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003149495.1/GCF_003149495.1_annotation.gtf.gz,8998893.0,NZ_CP025958.1,1.0,bacteria
GCF_001402875.1,Blastochloris_viridis,1079,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,Blastochloris viridis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001402875.1/GCF_001402875.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001402875.1/GCF_001402875.1_annotation.gtf.gz,3724841.0,NZ_CP012946.1,1.0,bacteria
GCF_036208045.1,Thiorhodovibrio_winogradskyi,77007,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio winogradskyi,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036208045.1/GCF_036208045.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036208045.1/GCF_036208045.1_annotation.gtf.gz,5478625.0,NZ_CP121472.1,1.0,bacteria
GCF_000750905.1,Pseudomonas_aeruginosa,287,Chromosome,bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000750905.1/GCF_000750905.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000750905.1/GCF_000750905.1_annotation.gtf.gz,6762448.0,NZ_HG974234.1,1.0,bacteria
GCF_019797805.1,Idiomarina_abyssalis,86102,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019797805.1/GCF_019797805.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019797805.1/GCF_019797805.1_annotation.gtf.gz,2610628.0,NZ_CP081832.1,1.0,bacteria
GCF_001039275.2,Brevibacillus_brevis,1393,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001039275.2/GCF_001039275.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001039275.2/GCF_001039275.2_annotation.gtf.gz,6443936.0,NZ_CP030117.1,1.0,bacteria
GCF_016127495.1,Kytococcus_sedentarius,1276,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus,Kytococcus sedentarius,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016127495.1/GCF_016127495.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016127495.1/GCF_016127495.1_annotation.gtf.gz,2783568.0,NZ_CP066015.1,1.0,bacteria
GCF_001874625.1,Providencia_rettgeri,587,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001874625.1/GCF_001874625.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001874625.1/GCF_001874625.1_annotation.gtf.gz,4889093.0,NZ_CP017671.1;NZ_CP017672.1,2.0,bacteria
GCF_002803865.1,Erwinia_amylovora,552,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002803865.1/GCF_002803865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002803865.1/GCF_002803865.1_annotation.gtf.gz,3835149.0,NZ_CP024970.1;NZ_CP024971.1,2.0,bacteria
GCF_047839125.1,Bergeriella_denitrificans,494,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bergeriella,Bergeriella denitrificans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_047839125.1/GCF_047839125.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_047839125.1/GCF_047839125.1_annotation.gtf.gz,2473929.0,NZ_CP181246.1,1.0,bacteria
GCF_040267475.1,[Clostridium]_symbiosum,1512,Complete Genome,bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_040267475.1/GCF_040267475.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_040267475.1/GCF_040267475.1_annotation.gtf.gz,5299950.0,NZ_CP125628.1,1.0,bacteria
GCF_002119825.1,Macrococcoides_caseolyticum,69966,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcoides,Macrococcoides caseolyticum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002119825.1/GCF_002119825.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002119825.1/GCF_002119825.1_annotation.gtf.gz,2275603.0,NZ_CP021058.1,1.0,bacteria
GCF_018408855.1,Caballeronia_sp._NK8,140098,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sp. NK8,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_018408855.1/GCF_018408855.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_018408855.1/GCF_018408855.1_annotation.gtf.gz,9216772.0,NZ_AP024322.1;NZ_AP024323.1;NZ_AP024324.1;NZ_AP024325.1;NZ_AP024326.1;NZ_AP024327.1;NZ_AP024328.1,7.0,bacteria
GCF_016127475.1,Anaerococcus_vaginalis,33037,Complete Genome,bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016127475.1/GCF_016127475.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016127475.1/GCF_016127475.1_annotation.gtf.gz,1893964.0,NZ_CP066014.1,1.0,bacteria
GCF_000770155.1,Enterobacter_cloacae,550,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000770155.1/GCF_000770155.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000770155.1/GCF_000770155.1_annotation.gtf.gz,4848754.0,NZ_CP009756.1,1.0,bacteria
GCF_003966875.1,Melissococcus_plutonius,33970,Chromosome,bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003966875.1/GCF_003966875.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003966875.1/GCF_003966875.1_annotation.gtf.gz,2067831.0,NZ_AP018492.1;NZ_AP018493.1;NZ_AP018494.1,3.0,bacteria
GCF_010669305.1,Aminipila_butyrica,433296,Complete Genome,bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Aminipila,Aminipila butyrica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_010669305.1/GCF_010669305.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_010669305.1/GCF_010669305.1_annotation.gtf.gz,3334849.0,NZ_CP048649.1,1.0,bacteria
GCF_036866465.1,Ruoffia_tabacinasalis,87458,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Ruoffia,Ruoffia tabacinasalis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036866465.1/GCF_036866465.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036866465.1/GCF_036866465.1_annotation.gtf.gz,2363336.0,NZ_CP144682.1,1.0,bacteria
GCF_000022565.1,Acidobacterium_capsulatum_ATCC_51196,240015,Complete Genome,bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium capsulatum ATCC 51196,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000022565.1/GCF_000022565.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000022565.1/GCF_000022565.1_annotation.gtf.gz,4127356.0,NC_012483.1,1.0,bacteria
GCF_009734265.1,Guyparkeria_halophila,47960,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalibacteraceae,Guyparkeria,Guyparkeria halophila,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009734265.1/GCF_009734265.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009734265.1/GCF_009734265.1_annotation.gtf.gz,2594469.0,NZ_CP046415.1,1.0,bacteria
GCF_001580455.1,Ramlibacter_tataouinensis,94132,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001580455.1/GCF_001580455.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001580455.1/GCF_001580455.1_annotation.gtf.gz,4916630.0,NZ_CP010951.1,1.0,bacteria
GCF_001307295.1,Sphingopyxis_macrogoltabida,33050,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis macrogoltabida,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001307295.1/GCF_001307295.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001307295.1/GCF_001307295.1_annotation.gtf.gz,5098553.0,NZ_CP012700.1;NZ_CP012701.1;NZ_CP012702.1;NZ_CP012703.1;NZ_CP012704.1;NZ_CP012705.1,6.0,bacteria
GCF_044797865.1,Phycicoccus_jejuensis,367299,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus jejuensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_044797865.1/GCF_044797865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_044797865.1/GCF_044797865.1_annotation.gtf.gz,4163940.0,NZ_CP085209.1,1.0,bacteria
GCF_000783955.2,Morganella_morganii,582,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000783955.2/GCF_000783955.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000783955.2/GCF_000783955.2_annotation.gtf.gz,4000026.0,NZ_CP026046.1,1.0,bacteria
GCF_000022065.1,Ruminiclostridium_cellulolyticum_H10,394503,Complete Genome,bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium cellulolyticum H10,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000022065.1/GCF_000022065.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000022065.1/GCF_000022065.1_annotation.gtf.gz,4068724.0,NC_011898.1,1.0,bacteria
GCF_026651835.1,Pseudescherichia_vulneris,566,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_026651835.1/GCF_026651835.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_026651835.1/GCF_026651835.1_annotation.gtf.gz,4653761.0,NZ_CP086374.1;NZ_CP086375.1,2.0,bacteria
GCF_001620005.1,Rhodococcoides_fascians,1828,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,Rhodococcoides fascians,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001620005.1/GCF_001620005.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001620005.1/GCF_001620005.1_annotation.gtf.gz,5316948.0,NZ_CP015220.1;NZ_CP015221.1,2.0,bacteria
GCF_000948985.2,Thalassomonas_viridans,137584,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,Thalassomonas viridans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000948985.2/GCF_000948985.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000948985.2/GCF_000948985.2_annotation.gtf.gz,7945408.0,NZ_CP059734.1;NZ_CP059733.1,2.0,bacteria
GCF_001581875.1,Lysinibacillus_sphaericus,1421,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001581875.1/GCF_001581875.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001581875.1/GCF_001581875.1_annotation.gtf.gz,4841658.0,NZ_CP014643.1;NZ_CP014644.1,2.0,bacteria
GCF_001021995.1,Klebsiella_aerogenes,548,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001021995.1/GCF_001021995.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001021995.1/GCF_001021995.1_annotation.gtf.gz,5138968.0,NZ_CP011574.1;NZ_CP011573.1,2.0,bacteria
GCF_002117085.1,Nonlabens_tegetincola,323273,Complete Genome,bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens tegetincola,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002117085.1/GCF_002117085.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002117085.1/GCF_002117085.1_annotation.gtf.gz,2835711.0,NZ_CP019342.1,1.0,bacteria
GCF_001562235.1,Alteromonas_macleodii,28108,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001562235.1/GCF_001562235.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001562235.1/GCF_001562235.1_annotation.gtf.gz,4575623.0,NZ_CP014323.1,1.0,bacteria
GCF_002005445.1,Acetobacter_aceti,435,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter aceti,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002005445.1/GCF_002005445.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002005445.1/GCF_002005445.1_annotation.gtf.gz,3725037.0,NZ_CP014692.1,1.0,bacteria
GCF_008831385.1,Lapidilactobacillus_dextrinicus,51664,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,Lapidilactobacillus dextrinicus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_008831385.1/GCF_008831385.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_008831385.1/GCF_008831385.1_annotation.gtf.gz,1836976.0,NZ_CP044499.1,1.0,bacteria
GCF_000317105.1,Oscillatoria_acuminata_PCC_6304,56110,Complete Genome,bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria acuminata PCC 6304,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000317105.1/GCF_000317105.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000317105.1/GCF_000317105.1_annotation.gtf.gz,7804270.0,NC_019693.1;NC_019700.1;NC_019694.1,3.0,bacteria
GCF_029028125.1,Pseudoduganella_chitinolytica,34070,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella chitinolytica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029028125.1/GCF_029028125.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029028125.1/GCF_029028125.1_annotation.gtf.gz,6387078.0,NZ_CP119083.1,1.0,bacteria
GCF_023558335.1,Dinoroseobacter_shibae,215813,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter,Dinoroseobacter shibae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_023558335.1/GCF_023558335.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_023558335.1/GCF_023558335.1_annotation.gtf.gz,4519927.0,NZ_CP097540.1;NZ_CP097541.1;NZ_CP097542.1;NZ_CP097543.1;NZ_CP097544.1;NZ_CP097545.1;NZ_CP097546.1,7.0,bacteria
GCF_000750195.1,Cellulophaga_lytica,979,Complete Genome,bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000750195.1/GCF_000750195.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000750195.1/GCF_000750195.1_annotation.gtf.gz,3824196.0,NZ_CP009239.1,1.0,bacteria
GCF_001703555.1,Carnobacterium_divergens,2748,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001703555.1/GCF_001703555.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001703555.1/GCF_001703555.1_annotation.gtf.gz,2666320.0,NZ_CP016843.1,1.0,bacteria
GCF_022870945.1,Vitreoscilla_stercoraria,61,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla stercoraria,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_022870945.1/GCF_022870945.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_022870945.1/GCF_022870945.1_annotation.gtf.gz,2661781.0,NZ_CP091512.1;NZ_CP091513.1;NZ_CP091514.1,3.0,bacteria
GCF_029023805.1,Arthrobacter_citreus,1670,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter citreus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029023805.1/GCF_029023805.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029023805.1/GCF_029023805.1_annotation.gtf.gz,3576047.0,NZ_CP118972.1,1.0,bacteria
GCF_003815995.1,Chryseobacterium_balustinum,246,Complete Genome,bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium balustinum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003815995.1/GCF_003815995.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003815995.1/GCF_003815995.1_annotation.gtf.gz,4974086.0,NZ_CP033934.1;NZ_CP033935.1,2.0,bacteria
GCF_002442875.1,Halobacteriovorax_marinus,97084,Complete Genome,bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002442875.1/GCF_002442875.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002442875.1/GCF_002442875.1_annotation.gtf.gz,3393238.0,NZ_CP017414.1,1.0,bacteria
GCF_000255135.1,Marinitoga_piezophila_KA3,443254,Complete Genome,bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,Marinitoga piezophila KA3,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000255135.1/GCF_000255135.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000255135.1/GCF_000255135.1_annotation.gtf.gz,2244793.0,NC_016751.1;NC_016748.1,2.0,bacteria
GCF_018324255.1,Polymorphospora_rubra,338584,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Polymorphospora,Polymorphospora rubra,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_018324255.1/GCF_018324255.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_018324255.1/GCF_018324255.1_annotation.gtf.gz,8365212.0,NZ_AP023359.1,1.0,bacteria
GCF_013267735.1,Rothia_dentocariosa,2047,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013267735.1/GCF_013267735.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013267735.1/GCF_013267735.1_annotation.gtf.gz,2533415.0,NZ_CP054018.1,1.0,bacteria
GCF_012295595.1,Thalassovita_gelatinovora,53501,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassovita,Thalassovita gelatinovora,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_012295595.1/GCF_012295595.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_012295595.1/GCF_012295595.1_annotation.gtf.gz,3985688.0,NZ_CP051181.1;NZ_CP051182.1,2.0,bacteria
